Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SGM4ITL70Y,2024-07-22 20:06:00.000,,Completed,,-150.0,5328.49
SGM4ISKP5S,2024-07-22 20:01:00.019,,Completed,,-7.0,5478.49
SGM4ISKP5S,2024-07-22 20:01:00.019,,Completed,,-440.0,5485.49
SGM2IRFZQ6,2024-07-22 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,5925.49
SGM2IRFZQ6,2024-07-22 00:00:00.000,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-195.0,5932.49
SGM0IQ661S,2024-07-22 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,6127.49
SGM0IQ661S,2024-07-22 00:00:00.000,Customer Transfer to - 2547******121 PETER MWANGI,Completed,,-160.0,6134.49
SGM1IOLRE7,2024-07-22 00:00:00.000,Merchant Payment Online to 6809535 -    DIASPORUM KITCHEN,Completed,,-75.0,6294.49
SGM1INL3YR,2024-07-22 00:00:00.000,Merchant Payment Online to 986625 - STAREHE BUTCHERY RONGAI,Completed,,-10.0,6369.49
SGM4INBS6S,2024-07-22 00:00:00.000,Merchant Payment Online to 986625 - STAREHE BUTCHERY RONGAI,Completed,,-50.0,6379.49
SGM0IMMGQQ,2024-07-22 00:00:00.000,Merchant Payment Online to 914213 - STAREHE BUTCHERY RONGAI 7,Completed,,-800.0,6429.49
SGM4IL3GA6,2024-07-22 00:00:00.000,Merchant Payment Online to 6304886 - Opulent   orchard.,Completed,,-110.0,7229.49
SGM2IKCMZ0,2024-07-22 00:00:00.000,Customer Payment to Small Business to - 2547******881 JANE MUTURI,Completed,,-50.0,7339.49
SGM1IJTX93,2024-07-22 00:00:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-908.0,7389.49
SGL1D9T6BN,2024-07-21 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-23.0,8297.49
SGL1D9T6BN,2024-07-21 00:00:00.000,Customer Transfer to - 2547******472 DORCAS NZILI,Completed,,-1030.0,8320.49
SGK4C237XC,2024-07-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-23.0,9350.49
SGK4C237XC,2024-07-20 00:00:00.000,Customer Transfer to - 07******544 MARY NASIMIYU,Completed,,-1030.0,9373.49
SGK0C21NE8,2024-07-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,10403.49
SGK0C21NE8,2024-07-20 00:00:00.000,Customer Transfer to - 2547******472 DORCAS NZILI,Completed,,-2059.0,10436.49
SGK6AFLNUM,2024-07-20 00:00:00.000,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-50.0,12495.49
SGK9ADS4FJ,2024-07-20 00:00:00.000,Merchant Payment Online to 783381 - Kiddie Kloset,Completed,,-599.0,12545.49
SGK2ACIOR6,2024-07-20 00:00:00.000,Merchant Payment Online to 7527615 - Naivas Rongai,Completed,,-913.0,13144.49
SGK3A8UPY1,2024-07-20 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,7000.0,,14057.49
SGK1A6S0XT,2024-07-20 00:00:00.000,"Promotion Payment from 3033815 - LOOP B2C. via API.
Orginal conversation ID is TAM2024072000209790620012 UD1.",Completed,7000.0,,7057.49
SGI8217UJO,2024-07-18 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,57.49
SGI8217UJO,2024-07-18 00:00:00.000,Customer Transfer to - 07******544 MARY NASIMIYU,Completed,,-229.0,64.49
SGH9Y46MRV,2024-07-17 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,293.49
SGH9Y46MRV,2024-07-17 00:00:00.000,Customer Transfer to - 2547******743 DENNIS WAMURANGA,Completed,,-250.0,300.49
SGH9Y1ABHV,2024-07-17 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,550.49
SGH9Y1ABHV,2024-07-17 00:00:00.000,Customer Transfer to - 07******762 HILLARY AMBOKO,Completed,,-1700.0,583.49
SGH1Y17NX3,2024-07-17 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2283.49
SGF1QXMJRJ,2024-07-15 00:00:00.000,Pay Bill Charge,Completed,,-67.0,283.49
SGF1QXMJRJ,2024-07-15 00:00:00.000,Pay Bill Online to 542542 - IM BANK C2B Acc. 01203742076150,Completed,,-25000.0,350.49
SGF7QWX60F,2024-07-15 00:00:00.000,Merchant Payment Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,25350.49
SGF5PWRNJ9,2024-07-15 00:00:00.000,Merchant Payment Online to 178456 - QUICK MART RONGAI,Completed,,-830.0,25550.49
SGF3PVID3N,2024-07-15 00:00:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-649.0,26380.49
SGF9PUKHRP,2024-07-15 00:00:00.000,Merchant Payment Online to 5119190 - RONGAI FRESHFINDS STORE LIMITED,Completed,,-300.0,27029.49
SGF2PUIIRE,2024-07-15 00:00:00.000,,Completed,,-170.51,27329.49
SGF7PUIDMT,2024-07-15 00:00:00.000,,Completed,27500.0,,27500.0
SGE9O8YVW5,2024-07-14 00:00:00.000,,Completed,,-100.0,0.0
SGE9O8YVW5,2024-07-14 00:00:00.000,of Credit,Completed,100.0,,100.0
SGE8O8TTHG,2024-07-14 00:00:00.000,,Completed,,-7.0,0.0
SGE8O8TTHG,2024-07-14 00:00:00.000,,Completed,,-200.0,7.0
SGE8O8TTHG,2024-07-14 00:00:00.000,of Credit,Completed,68.82,,207.0
SGD0L73BVW,2024-07-13 00:00:00.000,,Completed,,-100.0,138.18
SGD2L4K7DW,2024-07-13 00:00:00.000,,Completed,,-6100.0,238.18
SGD6L122FA,2024-07-13 00:00:00.000,,Completed,2500.0,,6338.18
SGD8JQM0TW,2024-07-13 00:00:00.000,,Completed,,-210.0,3838.18
SGD2J4U6OY,2024-07-13 00:00:00.000,,Completed,,-50.0,4048.18
SGD5J4MI8J,2024-07-13 00:00:00.000,,Completed,,-439.0,4098.18
SGD9J4IPQ7,2024-07-13 00:00:00.000,,Completed,4000.0,,4537.18
SGC6GSJBZ2,2024-07-12 00:00:00.000,,Completed,,-10.0,537.18
SGC6GSJBZ2,2024-07-12 00:00:00.000,,Completed,,-1000.0,547.18
SGC9GSFG5J,2024-07-12 00:00:00.000,,Completed,1000.0,,1547.18
SGB7C4AL5Z,2024-07-11 00:00:00.000,,Completed,,-13.0,547.18
SGB7C4AL5Z,2024-07-11 00:00:00.000,,Completed,,-550.0,560.18
SGB6BSM2WQ,2024-07-11 00:00:00.000,,Completed,,-119.0,1110.18
SGB6BR9APY,2024-07-11 00:00:00.000,,Completed,1600.0,,1600.0
SGB1BR9BIP,2024-07-11 00:00:00.000,,Completed,,-370.82,1229.18
SGB7BR2E2B,2024-07-11 00:00:00.000,,Completed,,-7.0,0.0
SGB7BR2E2B,2024-07-11 00:00:00.000,,Completed,,-200.0,7.0
SGB7BR2E2B,2024-07-11 00:00:00.000,of Credit,Completed,207.0,,207.0
SGA29RP0BA,2024-07-10 00:00:00.000,,Completed,,-7.0,0.0
SGA29RP0BA,2024-07-10 00:00:00.000,,Completed,,-200.0,7.0
SGA29RP0BA,2024-07-10 00:00:00.000,of Credit,Completed,160.14,,207.0
SGA980UNG7,2024-07-10 00:00:00.000,,Completed,,-167.0,46.86
SGA980UNG7,2024-07-10 00:00:00.000,,Completed,,-12000.0,213.86
SGA580QQGJ,2024-07-10 00:00:00.000,,Completed,4000.0,,12213.86
SGA07W8JVS,2024-07-10 00:00:00.000,,Completed,,-25.0,8213.86
SGA07W8JVS,2024-07-10 00:00:00.000,,Completed,,-3500.0,8238.86
SGA27TR66W,2024-07-10 00:00:00.000,,Completed,,-7.0,11738.86
SGA27TR66W,2024-07-10 00:00:00.000,,Completed,,-150.0,11745.86
SGA97RHXT1,2024-07-10 00:00:00.000,,Completed,,-20.0,11895.86
SGA07QWBQI,2024-07-10 00:00:00.000,,Completed,,-590.0,11915.86
SGA276W93A,2024-07-10 00:00:00.000,,Completed,,-10000.0,12505.86
SGA973TAUP,2024-07-10 00:00:00.000,,Completed,,-20.0,22505.86
SGA973TAUP,2024-07-10 00:00:00.000,,Completed,,-2260.0,22525.86
SGA671Z5FI,2024-07-10 00:00:00.000,,Completed,,-29.0,24785.86
SGA671Z5FI,2024-07-10 00:00:00.000,,Completed,,-500.0,24814.86
SGA36J62OB,2024-07-10 07:52:59.981,Business Payment from 501901 - KCB 1 via API. Original conversation ID is INTERSWITCH_20044560405.,Completed,23950.0,,25314.86
SG925KUCOQ,2024-07-09 20:17:59.971,Customer Transfer to - 2547******099 joy joy,Completed,,-50.0,1364.86
SG945KKK8Q,2024-07-09 20:15:59.962,Customer Payment to Small Business to - 2547******881 JANE MUTURI,Completed,,-80.0,1414.86
SG964ZUPWK,2024-07-09 18:29:59.971,Customer Transfer of Funds Charge,Completed,,-7.0,1494.86
SG964ZUPWK,2024-07-09 18:29:59.971,Customer Transfer to - 2547******595 SARAH MURIGI,Completed,,-330.0,1501.86
SG904ZGHWQ,2024-07-09 18:27:59.962,Customer Transfer to - 07******601 James Ong'ayi,Completed,,-70.0,1831.86
SG904YX9XC,2024-07-09 18:24:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,1901.86
SG904YX9XC,2024-07-09 18:24:59.990,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-430.0,1908.86
SG994XVDW1,2024-07-09 18:18:59.962,Customer Transfer of Funds Charge,Completed,,-7.0,2338.86
SG994XVDW1,2024-07-09 18:18:59.962,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-305.0,2345.86
SG944TD4D6,2024-07-09 17:53:00.010,KCB M-PESA Withdraw,Completed,2000.0,,2650.86
SG9347Z8SB,2024-07-09 15:24:00.029,Airtime Purchase,Completed,,-20.0,650.86
SG89YW83ED,2024-07-08 13:27:00.029,Merchant Payment Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,670.86
SG74X7NNEY,2024-07-07 21:35:00.038,Merchant Payment Online to 7056009 - MBUZI FOODS LIMITED,Completed,,-7490.0,870.86
SG70X7IN4K,2024-07-07 21:33:00.029,KCB M-PESA Withdraw,Completed,7400.0,,8360.86
SG60TCEO42,2024-07-06 20:24:59.962,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-140.0,960.86
SG68QVSIFK,2024-07-06 10:57:59.962,Merchant Payment Online to 6900165 -             ALONG MAGOK MAJOK DHOR,Completed,,-120.0,1100.86
SG63Q1MJ0F,2024-07-06 02:24:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1220.86
SG63Q1MJ0F,2024-07-06 02:24:00.000,Customer Transfer to - 2547******151 GERALD MUNGAI,Completed,,-250.0,1227.86
SG66Q1CXYU,2024-07-06 02:03:00.029,Customer Transfer of Funds Charge,Completed,,-7.0,1477.86
SG66Q1CXYU,2024-07-06 02:03:00.029,Customer Transfer to - 2547******224 Wiene Mokua,Completed,,-450.0,1484.86
SG68Q16PSW,2024-07-06 01:50:59.971,Merchant Payment Online to 6709588 - DELAQUA LIMITED 29,Completed,,-4600.0,1934.86
SG66Q0KT10,2024-07-06 01:12:00.000,KCB M-PESA Withdraw,Completed,3000.0,,6534.86
SG69Q0K8CN,2024-07-06 01:12:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,3534.86
SG69Q0K8CN,2024-07-06 01:12:00.000,Customer Transfer to - 2547******830 GEORGE MAINA,Completed,,-2000.0,3567.86
SG50PXV20E,2024-07-05 23:37:59.981,Customer Transfer of Funds Charge,Completed,,-7.0,5567.86
SG50PXV20E,2024-07-05 23:37:59.981,Customer Transfer to - 2547******877 GEORGE SIMBII,Completed,,-200.0,5574.86
SG57PVLC3Z,2024-07-05 22:54:00.029,KCB M-PESA Deposit,Completed,,-43000.0,5774.86
SG58OQPF44,2024-07-05 18:40:00.019,Customer Transfer of Funds Charge,Completed,,-23.0,48774.86
SG58OQPF44,2024-07-05 18:40:00.019,Customer Transfer to - 2547******743 DENNIS WAMURANGA,Completed,,-1190.0,48797.86
SG50NEEBVW,2024-07-05 13:18:59.990,Pay Bill Charge,Completed,,-108.0,49987.86
SG50NEEBVW,2024-07-05 13:18:59.990,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 37325314DEP,Completed,,-50000.0,50095.86
SG51NE4N6B,2024-07-05 13:16:59.981,Pay Bill Charge,Completed,,-24.0,100095.86
SG51NE4N6B,2024-07-05 13:16:59.981,Pay Bill Online to 505000 - OLD MUTUAL LIFE ASSURANCE KENYA LIMITED. Acc. OMU000329285,Completed,,-50000.0,100119.86
SG54NDRHGI,2024-07-05 13:14:00.010,Pay Bill Charge,Completed,,-108.0,150119.86
SG54NDRHGI,2024-07-05 13:14:00.010,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 33826744DEP,Completed,,-50000.0,150227.86
SG48L6QGAO,2024-07-04 19:47:00.038,Merchant Payment Online to 6304886 - Opulent   orchard.,Completed,,-290.0,200227.86
SG49KJR69D,2024-07-04 17:51:59.962,Business Payment from 300600 - Equity Bulk Account via API. Original conversation ID is EQ720104744179.,Completed,60000.0,,200517.86
SG44KJMTZE,2024-07-04 17:51:00.000,Business Payment from 300600 - Equity Bulk Account via API. Original conversation ID is EQ720104697059.,Completed,140000.0,,140517.86
SG43KG5UVV,2024-07-04 17:30:59.990,Pay Bill Charge,Completed,,-42.0,517.86
SG43KG5UVV,2024-07-04 17:30:59.990,Pay Bill Online to 247247 - Equity Paybill Account Acc. 1260184676906,Completed,,-5010.0,559.86
SG43KFRUDX,2024-07-04 17:28:00.019,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,5000.0,,5569.86
SG28DLPP9K,2024-07-02 20:10:00.019,Merchant Payment Online to 6235004 - NYANA EMPORIUM LIMITED5.,Completed,,-410.0,569.86
SG23BQPDHB,2024-07-02 12:35:00.038,Merchant Payment Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,979.86
SG119RN6P1,2024-07-01 19:54:00.029,Customer Transfer to - 2547******595 SARAH MURIGI,Completed,,-100.0,1179.86
SG119R5NVV,2024-07-01 19:52:00.019,Pay Bill Charge,Completed,,-5.0,1279.86
SG119R5NVV,2024-07-01 19:52:00.019,Pay Bill Online to 522533 - Lipa na KCB Acc. 7828057,Completed,,-120.0,1284.86
SG189QPKSK,2024-07-01 19:50:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,1404.86
SG189QPKSK,2024-07-01 19:50:00.010,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-320.0,1411.86
SG109PQJWE,2024-07-01 19:45:00.029,Customer Transfer of Funds Charge,Completed,,-7.0,1731.86
SG109PQJWE,2024-07-01 19:45:00.029,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-435.0,1738.86
SG129O60G2,2024-07-01 19:38:00.038,Customer Transfer of Funds Charge,Completed,,-7.0,2173.86
SG129O60G2,2024-07-01 19:38:00.038,Customer Transfer to - 2547******121 PETER MWANGI,Completed,,-300.0,2180.86
SG149KZXUM,2024-07-01 19:23:59.971,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2480.86
SFT41XFK96,2024-06-29 19:07:00.019,Merchant Payment Online to 6304886 - Opulent   orchard.,Completed,,-590.0,480.86
SFT11W2ZFV,2024-06-29 19:00:59.990,Customer Transfer to - 2547******109 ELLY OMOLLO,Completed,,-50.0,1070.86
SFT71VLOOV,2024-06-29 18:58:59.981,Customer Transfer of Funds Charge,Completed,,-7.0,1120.86
SFT71VLOOV,2024-06-29 18:58:59.981,Customer Transfer to - 2547******064 Hannah waweru,Completed,,-120.0,1127.86
SFT91UWF29,2024-06-29 18:54:59.962,Merchant Payment Online to 7852870 - DAVID KANA KARANJA,Completed,,-80.0,1247.86
SFT11SWOP1,2024-06-29 18:45:59.962,Merchant Payment Online to 914213 - STAREHE BUTCHERY RONGAI 7,Completed,,-500.0,1327.86
SFT91OTT5L,2024-06-29 18:24:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,1827.86
SFT91OTT5L,2024-06-29 18:24:59.990,Customer Transfer to - 2547******552 JOYCE MAINA,Completed,,-300.0,1834.86
SFT71N5ZS5,2024-06-29 18:15:59.990,Customer Transfer to - 2547******632 MARY MUTIE,Completed,,-40.0,2134.86
SFT21MA7NY,2024-06-29 18:11:00.010,Customer Transfer to - 2547******710 JAMES KAHIHU,Completed,,-30.0,2174.86
SFT41J04ZK,2024-06-29 17:51:59.962,Withdrawal Charge,Completed,,-29.0,2204.86
SFT41J04ZK,2024-06-29 17:51:59.962,Customer Withdrawal At Agent Till 707223 - Robby Kenya Wao Tech Shop Masai Mall Rongai Agg,Completed,,-2000.0,2233.86
SFT01IMMXO,2024-06-29 17:48:59.990,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,647.0,,4233.86
SFT81IHDR2,2024-06-29 17:48:59.990,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,628.0,,3586.86
SFT0YXFEOA,2024-06-29 10:54:00.029,Merchant Payment Online to 6900165 -             ALONG MAGOK MAJOK DHOR,Completed,,-65.0,2958.86
SFR3RPWD51,2024-06-27 12:04:59.981,Pay Bill Charge,Completed,,-48.0,3023.86
SFR3RPWD51,2024-06-27 12:04:59.981,Pay Bill Online to 542542 - IM BANK C2B Acc. 00304182876150,Completed,,-10000.0,3071.86
SFR6RPSTC0,2024-06-27 12:04:00.019,Pay Bill Charge,Completed,,-34.0,13071.86
SFR6RPSTC0,2024-06-27 12:04:00.019,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 37325314DEP,Completed,,-5000.0,13105.86
SFR9RPN9MX,2024-06-27 12:02:59.971,Pay Bill Charge,Completed,,-18.0,18105.86
SFR9RPN9MX,2024-06-27 00:00:00.000,Pay Bill Online to 505000 - OLD MUTUAL LIFE ASSURANCE KENYA LIMITED. Acc. OMU000329285,Completed,,-10000.0,18123.86
SFR9RPKQRT,2024-06-27 00:00:00.000,Pay Bill Charge,Completed,,-34.0,28123.86
SFR9RPKQRT,2024-06-27 00:00:00.000,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 33826744DEP,Completed,,-5000.0,28157.86
SFR5RPHM2R,2024-06-27 00:00:00.000,Pay Bill Charge,Completed,,-34.0,33157.86
SFR5RPHM2R,2024-06-27 00:00:00.000,Pay Bill Online to 247247 - Equity Paybill Account Acc. 0510173643067,Completed,,-5000.0,33191.86
SFR9RPCIS9,2024-06-27 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,38191.86
SFR9RPCIS9,2024-06-27 00:00:00.000,Customer Transfer 07******544 MARY,Completed,,-2030.0,38224.86
SFR0RP96R6,2024-06-27 00:00:00.000,"Receive International Transfer From 573388 - MOBEX MONEY.
Original conversation ID is TPTW000096521123.",Completed,40066.0,,40254.86
SFP8M25VEO,2024-06-25 00:00:00.000,Pay Bill to 200200 - Safaricom Post Paid Acc. 0729920461,Completed,,-1000.0,188.86
SFP5LQ46SZ,2024-06-25 00:00:00.000,Funds received from - 2547******326 OMONDI LOVELL,Completed,600.0,,1188.86
SFP5KJV11X,2024-06-25 00:00:00.000,Merchant Payment Online to 5000448 - JOHN KARANJA WANG'OMBE,Completed,,-65.0,588.86
SFP5KIO8C3,2024-06-25 00:00:00.000,Merchant Payment Online to 6900165 -             ALONG MAGOK MAJOK DHOR,Completed,,-20.0,653.86
SFO4HMK8BQ,2024-06-24 00:00:00.000,Send Money Reversal via API to - 07******656 ALICE OWINO,Completed,,-240.0,673.86
SFO7HM0XV9,2024-06-24 00:00:00.000,Funds received from - 07******656 ALICE OWINO,Completed,240.0,,913.86
SFN2FH91ZU,2024-06-23 00:00:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-315.0,673.86
SFN6FG55S2,2024-06-23 00:00:00.000,Merchant Payment Online to 6304886 - Opulent   orchard.,Completed,,-260.0,988.86
SFN2FEUX14,2024-06-23 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1248.86
SFN2FEUX14,2024-06-23 00:00:00.000,Customer Transfer to - 2547******309 GEORGE NJOROGE,Completed,,-350.0,1255.86
SFN7FE332P,2024-06-23 00:00:00.000,Customer Transfer to - 2547******084 Bevin Juma,Completed,,-40.0,1605.86
SFN3FDHC0B,2024-06-23 00:00:00.000,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-20.0,1645.86
SFN6FD9RJI,2024-06-23 00:00:00.000,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-80.0,1665.86
SFL98C5AGX,2024-06-21 00:00:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-598.0,1745.86
SFL28BF9V8,2024-06-21 00:00:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2343.86
SFK84XETU8,2024-06-20 00:00:00.000,Customer Transfer to - 2547******474 ANTONY RIUNGU,Completed,,-70.0,343.86
SFK94WFMH9,2024-06-20 00:00:00.000,Customer Payment to Small Business to - 2547******084 Bevin Juma,Completed,,-50.0,413.86
SFK14VWAZT,2024-06-20 00:00:00.000,Merchant Payment Online to 5000448 - JOHN KARANJA WANG'OMBE,Completed,,-300.0,463.86
SFK04V1J32,2024-06-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,763.86
SFK04V1J32,2024-06-20 00:00:00.000,Customer Transfer to - 2547******595 SARAH MURIGI,Completed,,-160.0,770.86
SFK84UWQ3S,2024-06-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,930.86
SFK84UWQ3S,2024-06-20 00:00:00.000,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-280.0,937.86
SFK04TYXUU,2024-06-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1217.86
SFK04TYXUU,2024-06-20 00:00:00.000,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-330.0,1224.86
SFK64T41YO,2024-06-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1554.86
SFK64T41YO,2024-06-20 00:00:00.000,Customer Transfer to - 2547******121 PETER MWANGI,Completed,,-120.0,1561.86
SFK44RTJMS,2024-06-20 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1681.86
SFK44RTJMS,2024-06-20 20:01:00.019,Customer Transfer to - 2547******762 Daphine Moses,Completed,,-200.0,1688.86
SFK94RNZQ9,2024-06-20 20:01:00.019,Merchant Payment Online to 6809535 -    DIASPORUM KITCHEN,Completed,,-270.0,1888.86
SFK94QP02H,2024-06-20 19:56:00.038,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2158.86
SFK42VC9KA,2024-06-20 12:09:59.962,Merchant Payment Online to 7646741 - PABIROS COFFEE AND SNACKSHOP,Completed,,-1290.0,158.86
SFK32UDGZR,2024-06-20 12:00:59.962,Merchant Payment Online to 7646741 - PABIROS COFFEE AND SNACKSHOP,Completed,,-230.0,1448.86
SFJ8YPV3JQ,2024-06-19 14:21:00.029,Customer Transfer of Funds Charge,Completed,,-7.0,1678.86
SFJ8YPV3JQ,2024-06-19 14:21:00.029,Customer Transfer to - 2547******743 DENNIS WAMURANGA,Completed,,-220.0,1685.86
SFJ8YP8N3U,2024-06-19 14:15:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-94.14,1905.86
SFJ7YP8PBJ,2024-06-19 14:15:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2000.0
SFJ2YP2YFM,2024-06-19 14:15:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
SFJ2YP2YFM,2024-06-19 14:15:00.000,Customer Transfer Fuliza MPesa to - 2547******743 DENNIS WAMURANGA,Completed,,-200.0,7.0
SFJ2YP2YFM,2024-06-19 14:15:00.000,OverDraft of Credit Party,Completed,93.2,,207.0
SFI2WJ321K,2024-06-18 19:59:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,113.8
SFI2WJ321K,2024-06-18 19:59:00.010,Customer Payment to Small Business to - 2547******881 JANE MUTURI,Completed,,-110.0,120.8
SFH6TE6HZK,2024-06-17 21:58:59.981,Customer Transfer to - 2547******474 ANTONY RIUNGU,Completed,,-70.0,230.8
SFH8TDPTL6,2024-06-17 21:54:59.962,Customer Transfer of Funds Charge,Completed,,-33.0,300.8
SFH8TDPTL6,2024-06-17 21:54:59.962,Customer Transfer to - 2547******762 Daphine Moses,Completed,,-1900.0,333.8
SFH0RJ12QA,2024-06-17 14:23:00.038,Merchant Payment Online to 7605335 - VICTORY FARMS - RONGAI,Completed,,-709.0,2233.8
SFH4RCC8IC,2024-06-17 13:30:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,3000.0,,3000.0
SFH6RCCBHW,2024-06-17 13:30:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-57.2,2942.8
SFH2RC7PJ2,2024-06-17 13:29:00.038,Merchant Payment Fuliza M-Pesa Online to 7654009 -    NIGEL OUKO,Completed,,-1700.0,0.0
SFH2RC7PJ2,2024-06-17 13:29:00.038,OverDraft of Credit Party,Completed,56.63,,1700.0
SFD0EUNS6E,2024-06-13 22:07:00.019,Pay Bill Charge,Completed,,-20.0,1643.37
SFD0EUNS6E,2024-06-13 22:07:00.019,Pay Bill Online to 714777 - LOOP C2B Acc. 440006569908,Completed,,-2500.0,1663.37
SFD4C8FTJG,2024-06-13 11:10:00.019,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-200.0,4163.37
SFD5C76L9F,2024-06-13 10:59:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,4363.37
SFD5C76L9F,2024-06-13 10:59:00.010,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-220.0,4370.37
SFD7C4C0NB,2024-06-13 10:34:59.981,Pay Bill Charge,Completed,,-5.0,4590.37
SFD7C4C0NB,2024-06-13 10:34:59.981,Pay Bill Online to 522533 - Lipa na KCB Acc. 5842875,Completed,,-250.0,4595.37
SFD1C43MMD,2024-06-13 10:32:59.971,Pay Bill Charge,Completed,,-20.0,4845.37
SFD1C43MMD,2024-06-13 10:32:59.971,Pay Bill Online to 522533 - Lipa na KCB Acc. 5842875,Completed,,-1940.0,4865.37
SFD0C2BTKG,2024-06-13 10:18:59.990,Merchant Payment Online to 914213 - STAREHE BUTCHERY RONGAI 7,Completed,,-1300.0,6805.37
SFD7C0HV2F,2024-06-13 10:03:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-505.63,8105.37
SFD7C0HIO1,2024-06-13 10:03:00.000,"Receive International Transfer From 573388 - MOBEX MONEY.
Original conversation ID is TPTW000095252151.",Completed,8611.0,,8611.0
SF97YDCSUF,2024-06-09 19:27:59.990,Merchant Payment Fuliza M-Pesa Online to 110174 - Quick Mart Rongai Express,Completed,,-147.0,0.0
SF97YDCSUF,2024-06-09 19:27:59.990,OverDraft of Credit Party,Completed,147.0,,147.0
SF97YCLP3H,2024-06-09 19:23:59.971,,Completed,,-40.0,0.0
SF97YCLP3H,2024-06-09 19:23:59.971,of Credit Party,Completed,40.0,,40.0
SF90YA8LLG,2024-06-09 19:12:00.000,,Completed,,-4000.0,0.0
SF90YA8LLG,2024-06-09 19:12:00.000,of Credit Party,Completed,310.65,,4000.0
SF99Y9J1CJ,2024-06-09 19:07:59.981,,Completed,97.0,,3689.35
SF91Y8WYUN,2024-06-09 19:05:00.010,,Completed,2400.0,,3592.35
SF94XHQPLC,2024-06-09 16:07:59.981,,Completed,,-50.0,1192.35
